lineNum,countryCode,year,sex,sport,sportcode,goldInSport,silverInSport,bronzeInSport,goldInSportCode,silverInSportCode,bronzeInSportCode,goldInSportCodeSex,silverInSportCodeSex,bronzeInSportCodeSex,athletesBaseThisYear,athletesCodeThisYear,athletesSexThisYear,athletesBothThisYear,athletesLastYear,athletesCodeLastYear,athletesSexLastYear,athletesBothLastYear
12315,217,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,1
12316,217,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12317,217,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12318,217,31,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12319,217,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12320,217,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0
12321,217,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12322,217,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12323,217,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12324,217,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12325,217,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12326,217,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12327,217,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12328,217,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,1
12329,217,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12330,217,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12331,217,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12332,217,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0
12333,217,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0
12334,217,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0
12335,217,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0
12336,217,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0
12337,217,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12338,217,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12339,217,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12340,217,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12341,217,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12342,217,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0
12343,217,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0
12344,217,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12345,217,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12346,217,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12347,217,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12348,217,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12349,217,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12350,217,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12351,217,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12352,217,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12353,217,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12354,217,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0
12355,217,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0
12356,217,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12357,217,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12358,217,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12359,217,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12360,217,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12361,217,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12362,217,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12363,217,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12364,217,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12365,217,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12366,217,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12367,217,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12368,217,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
12369,218,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12370,218,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12371,218,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12372,218,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12373,218,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12374,218,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12375,218,31,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12376,218,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12377,218,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
12378,218,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12379,218,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12380,218,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12381,218,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12382,218,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12383,218,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12384,218,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12385,218,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12386,218,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12387,218,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12388,218,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12389,218,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
12390,218,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
12391,218,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
12392,218,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
12393,218,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
12394,218,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12395,218,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12396,218,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12397,218,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12398,218,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12399,218,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
12400,218,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
12401,218,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12402,218,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12403,218,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12404,218,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12405,218,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12406,218,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12407,218,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12408,218,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12409,218,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12410,218,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12411,218,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12412,218,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12413,218,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12414,218,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12415,218,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12416,218,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12417,218,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12418,218,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12419,218,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12420,218,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12421,218,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12422,218,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12423,218,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12424,218,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12425,218,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12426,219,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12427,219,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12428,219,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12429,219,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12430,219,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12431,219,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12432,219,31,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12433,219,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12434,219,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12435,219,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12436,219,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12437,219,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12438,219,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12439,219,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12440,219,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12441,219,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12442,219,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12443,219,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12444,219,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12445,219,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12446,219,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12447,219,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12448,219,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12449,219,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12450,219,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12451,219,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12452,219,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12453,219,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12454,219,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12455,219,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12456,219,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12457,219,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12458,219,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12459,219,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12460,219,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12461,219,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12462,219,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12463,219,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12464,219,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12465,219,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12466,219,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12467,219,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12468,219,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12469,219,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12470,219,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12471,219,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12472,219,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12473,219,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12474,219,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12475,219,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12476,219,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12477,219,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12478,219,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12479,219,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12480,219,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12481,219,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12482,219,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12483,220,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12484,220,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12485,220,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12486,220,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,13,1
12487,220,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12488,220,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,13,1
12489,220,31,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,13,1
12490,220,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,13,1
12491,220,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0
12492,220,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12493,220,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12494,220,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,13,1
12495,220,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12496,220,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12497,220,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12498,220,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12499,220,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12500,220,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12501,220,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,13,1
12502,220,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12503,220,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0
12504,220,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0
12505,220,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0
12506,220,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0
12507,220,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0
12508,220,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12509,220,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12510,220,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12511,220,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12512,220,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12513,220,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0
12514,220,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0
12515,220,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12516,220,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12517,220,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12518,220,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,13,1
12519,220,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12520,220,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12521,220,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12522,220,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,13,1
12523,220,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12524,220,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12525,220,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12526,220,31,1,32,51,0,0,0,1,1,0,0,0,0,0,0,0,0,20,3,13,3
12527,220,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12528,220,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12529,220,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12530,220,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12531,220,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12532,220,31,1,38,57,0,2,0,0,1,0,0,1,0,0,0,0,0,20,0,13,0
12533,220,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12534,220,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12535,220,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12536,220,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12537,220,31,1,44,64,0,0,0,0,1,0,0,0,0,0,0,0,0,20,1,13,0
12538,220,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12539,220,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,13,0
12540,221,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12541,221,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12542,221,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12543,221,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0
12544,221,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12545,221,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0
12546,221,31,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1
12547,221,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12548,221,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
12549,221,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12550,221,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12551,221,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12552,221,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12553,221,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12554,221,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12555,221,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12556,221,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12557,221,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12558,221,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12559,221,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12560,221,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
12561,221,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
12562,221,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
12563,221,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
12564,221,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
12565,221,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12566,221,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12567,221,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12568,221,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12569,221,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12570,221,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
12571,221,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
12572,221,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12573,221,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12574,221,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12575,221,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12576,221,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12577,221,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12578,221,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12579,221,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12580,221,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12581,221,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12582,221,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12583,221,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12584,221,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12585,221,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12586,221,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12587,221,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12588,221,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12589,221,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12590,221,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12591,221,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12592,221,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12593,221,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12594,221,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12595,221,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12596,221,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
12597,222,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
12598,222,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
12599,222,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
12600,222,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1
12601,222,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
12602,222,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
12603,222,31,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0
12604,222,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
12605,222,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
12606,222,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
12607,222,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
