lineNum,countryCode,year,sex,sport,sportcode,goldInSport,silverInSport,bronzeInSport,goldInSportCode,silverInSportCode,bronzeInSportCode,goldInSportCodeSex,silverInSportCodeSex,bronzeInSportCodeSex,athletesBaseThisYear,athletesCodeThisYear,athletesSexThisYear,athletesBothThisYear,athletesLastYear,athletesCodeLastYear,athletesSexLastYear,athletesBothLastYear,goldThisYear,silverThisYear,bronzeThisYear
12800,224,31,1,19,36,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12801,224,31,1,20,37,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12802,224,31,1,20,37,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12803,224,31,1,22,39,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12804,224,31,1,24,41,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12805,224,31,1,25,42,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12806,224,31,1,29,46,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12807,224,31,1,29,47,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12808,224,31,1,30,48,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12809,224,31,1,30,49,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12810,224,31,1,31,50,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12811,224,31,1,32,51,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12812,224,31,1,33,52,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12813,224,31,1,34,53,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12814,224,31,1,35,54,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12815,224,31,1,36,55,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12816,224,31,1,37,56,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12817,224,31,1,38,57,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12818,224,31,1,39,58,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12819,224,31,1,40,59,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12820,224,31,1,42,61,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12821,224,31,1,42,62,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12822,224,31,1,44,64,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12823,224,31,1,45,65,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12824,224,31,1,45,66,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0
12825,225,31,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12826,225,31,1,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12827,225,31,1,0,2,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12828,225,31,1,0,3,0,0,0,0,0,0,0,0,0,4,2,2,1,4,2,2,1,0,0,0
12829,225,31,1,0,4,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12830,225,31,1,1,5,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12831,225,31,1,2,6,0,0,0,0,0,0,0,0,0,4,1,2,0,4,1,2,0,0,0,0
12832,225,31,1,3,7,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12833,225,31,0,4,8,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12834,225,31,1,5,10,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12835,225,31,1,5,11,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12836,225,31,1,9,15,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12837,225,31,1,9,16,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12838,225,31,1,10,17,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12839,225,31,1,11,18,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12840,225,31,1,12,19,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12841,225,31,1,12,20,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12842,225,31,1,12,21,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12843,225,31,1,12,22,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12844,225,31,1,12,23,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12845,225,31,0,13,24,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12846,225,31,0,13,25,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12847,225,31,0,13,26,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12848,225,31,0,13,27,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12849,225,31,0,13,28,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12850,225,31,1,14,29,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12851,225,31,1,15,30,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12852,225,31,1,16,31,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12853,225,31,1,17,32,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12854,225,31,1,18,33,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12855,225,31,0,19,34,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12856,225,31,0,19,35,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12857,225,31,1,19,36,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12858,225,31,1,20,37,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12859,225,31,1,20,37,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12860,225,31,1,22,39,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12861,225,31,1,24,41,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12862,225,31,1,25,42,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12863,225,31,1,29,46,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12864,225,31,1,29,47,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12865,225,31,1,30,48,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12866,225,31,1,30,49,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12867,225,31,1,31,50,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12868,225,31,1,32,51,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12869,225,31,1,33,52,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12870,225,31,1,34,53,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12871,225,31,1,35,54,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12872,225,31,1,36,55,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12873,225,31,1,37,56,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12874,225,31,1,38,57,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12875,225,31,1,39,58,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12876,225,31,1,40,59,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12877,225,31,1,42,61,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12878,225,31,1,42,62,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12879,225,31,1,44,64,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12880,225,31,1,45,65,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12881,225,31,1,45,66,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
12882,226,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12883,226,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12884,226,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12885,226,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12886,226,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12887,226,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12888,226,31,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12889,226,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12890,226,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12891,226,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12892,226,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12893,226,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12894,226,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12895,226,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12896,226,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12897,226,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12898,226,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12899,226,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12900,226,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12901,226,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12902,226,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12903,226,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12904,226,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12905,226,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12906,226,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12907,226,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12908,226,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12909,226,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12910,226,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12911,226,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12912,226,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12913,226,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12914,226,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12915,226,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12916,226,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12917,226,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12918,226,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12919,226,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12920,226,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12921,226,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12922,226,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12923,226,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12924,226,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12925,226,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12926,226,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12927,226,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12928,226,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12929,226,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12930,226,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12931,226,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12932,226,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12933,226,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12934,226,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12935,226,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12936,226,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12937,226,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12938,226,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12939,227,31,1,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12940,227,31,1,0,1,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12941,227,31,1,0,2,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12942,227,31,1,0,3,0,0,0,0,0,0,0,0,0,9,2,7,1,9,2,7,1,0,0,0
12943,227,31,1,0,4,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12944,227,31,1,1,5,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12945,227,31,1,2,6,0,0,0,0,0,0,0,0,0,9,1,7,1,9,1,7,1,0,0,0
12946,227,31,1,3,7,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12947,227,31,0,4,8,0,0,0,0,0,0,0,0,0,9,0,2,0,9,0,2,0,0,0,0
12948,227,31,1,5,10,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12949,227,31,1,5,11,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12950,227,31,1,9,15,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12951,227,31,1,9,16,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12952,227,31,1,10,17,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12953,227,31,1,11,18,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12954,227,31,1,12,19,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12955,227,31,1,12,20,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12956,227,31,1,12,21,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12957,227,31,1,12,22,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12958,227,31,1,12,23,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12959,227,31,0,13,24,0,0,0,0,0,0,0,0,0,9,0,2,0,9,0,2,0,0,0,0
12960,227,31,0,13,25,0,0,0,0,0,0,0,0,0,9,0,2,0,9,0,2,0,0,0,0
12961,227,31,0,13,26,0,0,0,0,0,0,0,0,0,9,0,2,0,9,0,2,0,0,0,0
12962,227,31,0,13,27,0,0,0,0,0,0,0,0,0,9,0,2,0,9,0,2,0,0,0,0
12963,227,31,0,13,28,0,0,0,0,0,0,0,0,0,9,0,2,0,9,0,2,0,0,0,0
12964,227,31,1,14,29,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12965,227,31,1,15,30,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12966,227,31,1,16,31,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12967,227,31,1,17,32,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12968,227,31,1,18,33,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12969,227,31,0,19,34,0,0,0,0,0,0,0,0,0,9,0,2,0,9,0,2,0,0,0,0
12970,227,31,0,19,35,0,0,0,0,0,0,0,0,0,9,0,2,0,9,0,2,0,0,0,0
12971,227,31,1,19,36,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12972,227,31,1,20,37,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12973,227,31,1,20,37,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12974,227,31,1,22,39,6,2,2,3,1,1,3,1,1,9,5,7,4,9,5,7,4,0,1,0
12975,227,31,1,24,41,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12976,227,31,1,25,42,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12977,227,31,1,29,46,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12978,227,31,1,29,47,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12979,227,31,1,30,48,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12980,227,31,1,30,49,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12981,227,31,1,31,50,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12982,227,31,1,32,51,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12983,227,31,1,33,52,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12984,227,31,1,34,53,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12985,227,31,1,35,54,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12986,227,31,1,36,55,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12987,227,31,1,37,56,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12988,227,31,1,38,57,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12989,227,31,1,39,58,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12990,227,31,1,40,59,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12991,227,31,1,42,61,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12992,227,31,1,42,62,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12993,227,31,1,44,64,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12994,227,31,1,45,65,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12995,227,31,1,45,66,0,0,0,0,0,0,0,0,0,9,0,7,0,9,0,7,0,0,0,0
12996,228,31,1,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
12997,228,31,1,0,1,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
12998,228,31,1,0,2,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
12999,228,31,1,0,3,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13000,228,31,1,0,4,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13001,228,31,1,1,5,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13002,228,31,1,2,6,0,0,0,0,0,0,0,0,0,14,2,1,1,14,2,1,1,0,0,0
13003,228,31,1,3,7,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13004,228,31,0,4,8,0,0,0,0,0,0,0,0,0,14,0,13,0,14,0,13,0,0,0,0
13005,228,31,1,5,10,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13006,228,31,1,5,11,0,0,0,0,0,0,0,0,0,14,12,1,0,14,12,1,0,0,0,0
13007,228,31,1,9,15,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13008,228,31,1,9,16,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13009,228,31,1,10,17,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13010,228,31,1,11,18,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13011,228,31,1,12,19,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13012,228,31,1,12,20,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13013,228,31,1,12,21,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13014,228,31,1,12,22,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13015,228,31,1,12,23,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13016,228,31,0,13,24,0,0,0,0,0,0,0,0,0,14,0,13,0,14,0,13,0,0,0,0
13017,228,31,0,13,25,0,0,0,0,0,0,0,0,0,14,0,13,0,14,0,13,0,0,0,0
13018,228,31,0,13,26,0,0,0,0,0,0,0,0,0,14,0,13,0,14,0,13,0,0,0,0
13019,228,31,0,13,27,0,0,0,0,0,0,0,0,0,14,0,13,0,14,0,13,0,0,0,0
13020,228,31,0,13,28,0,0,0,0,0,0,0,0,0,14,0,13,0,14,0,13,0,0,0,0
13021,228,31,1,14,29,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13022,228,31,1,15,30,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13023,228,31,1,16,31,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13024,228,31,1,17,32,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13025,228,31,1,18,33,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13026,228,31,0,19,34,0,0,0,0,0,0,0,0,0,14,0,13,0,14,0,13,0,0,0,0
13027,228,31,0,19,35,0,0,0,0,0,0,0,0,0,14,0,13,0,14,0,13,0,0,0,0
13028,228,31,1,19,36,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13029,228,31,1,20,37,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13030,228,31,1,20,37,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13031,228,31,1,22,39,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13032,228,31,1,24,41,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13033,228,31,1,25,42,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13034,228,31,1,29,46,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13035,228,31,1,29,47,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13036,228,31,1,30,48,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13037,228,31,1,30,49,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13038,228,31,1,31,50,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13039,228,31,1,32,51,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13040,228,31,1,33,52,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13041,228,31,1,34,53,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13042,228,31,1,35,54,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13043,228,31,1,36,55,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13044,228,31,1,37,56,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13045,228,31,1,38,57,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13046,228,31,1,39,58,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13047,228,31,1,40,59,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13048,228,31,1,42,61,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13049,228,31,1,42,62,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13050,228,31,1,44,64,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13051,228,31,1,45,65,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13052,228,31,1,45,66,0,0,0,0,0,0,0,0,0,14,0,1,0,14,0,1,0,0,0,0
13053,229,31,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
13054,229,31,1,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
13055,229,31,1,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
13056,229,31,1,0,3,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
13057,229,31,1,0,4,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
13058,229,31,1,1,5,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
13059,229,31,1,2,6,0,0,0,0,0,0,0,0,0,3,2,2,1,3,2,2,1,0,0,0
